pair,base,quote,status,last_updated
IOTAFDUSD,IOTA,FDUSD,BREAK,2025-09-16 14:48:48
MEMEETH,MEME,ETH,BREAK,2025-09-16 14:48:48
ACEFDUSD,ACE,FDUSD,BREAK,2025-09-16 14:48:48
ACEBNB,ACE,BNB,BREAK,2025-09-16 14:48:48
ACEBTC,ACE,BTC,BREAK,2025-09-16 14:48:48
BLZFDUSD,BLZ,FDUSD,BREAK,2025-09-16 14:48:48
NFPBNB,NFP,BNB,BREAK,2025-09-16 14:48:48
NFPTUSD,NFP,TUSD,BREAK,2025-09-16 14:48:48
MATICUSDC,MATIC,USDC,BREAK,2025-09-16 14:48:48
AITUSD,AI,TUSD,BREAK,2025-09-16 14:48:48
XAIBTC,XAI,BTC,BREAK,2025-09-16 14:48:48
XAIBNB,XAI,BNB,BREAK,2025-09-16 14:48:48
XAIFDUSD,XAI,FDUSD,BREAK,2025-09-16 14:48:48
XAITUSD,XAI,TUSD,BREAK,2025-09-16 14:48:48
MANTABNB,MANTA,BNB,BREAK,2025-09-16 14:48:48
CHZFDUSD,CHZ,FDUSD,BREAK,2025-09-16 14:48:48
MAGICFDUSD,MAGIC,FDUSD,BREAK,2025-09-16 14:48:48
DYMBTC,DYM,BTC,BREAK,2025-09-16 14:48:48
DYMFDUSD,DYM,FDUSD,BREAK,2025-09-16 14:48:48
PIXELBTC,PIXEL,BTC,BREAK,2025-09-16 14:48:48
PIXELBNB,PIXEL,BNB,BREAK,2025-09-16 14:48:48
PIXELFDUSD,PIXEL,FDUSD,BREAK,2025-09-16 14:48:48
STRKBTC,STRK,BTC,BREAK,2025-09-16 14:48:48
PDABTC,PDA,BTC,BREAK,2025-09-16 14:48:48
PDAUSDT,PDA,USDT,BREAK,2025-09-16 14:48:48
AXLFDUSD,AXL,FDUSD,BREAK,2025-09-16 14:48:48
AGIXFDUSD,AGIX,FDUSD,BREAK,2025-09-16 14:48:48
THETAFDUSD,THETA,FDUSD,BREAK,2025-09-16 14:48:48
METISBTC,METIS,BTC,BREAK,2025-09-16 14:48:48
METISFDUSD,METIS,FDUSD,BREAK,2025-09-16 14:48:48
AEVOBNB,AEVO,BNB,BREAK,2025-09-16 14:48:48
IMXTRY,IMX,TRY,BREAK,2025-09-16 14:48:48
BOMEBTC,BOME,BTC,BREAK,2025-09-16 14:48:48
ETHFIBTC,ETHFI,BTC,BREAK,2025-09-16 14:48:48
ETHFIBNB,ETHFI,BNB,BREAK,2025-09-16 14:48:48
FETBRL,FET,BRL,BREAK,2025-09-16 14:48:48
RNDREUR,RNDR,EUR,BREAK,2025-09-16 14:48:48
MKRTRY,MKR,TRY,BREAK,2025-09-16 14:48:48
RNDRBRL,RNDR,BRL,BREAK,2025-09-16 14:48:48
LQTYFDUSD,LQTY,FDUSD,BREAK,2025-09-16 14:48:48
TNSRBTC,TNSR,BTC,BREAK,2025-09-16 14:48:48
TNSRFDUSD,TNSR,FDUSD,BREAK,2025-09-16 14:48:48
USDTCZK,USDT,CZK,BREAK,2025-09-16 14:48:48
RNDRUSDC,RNDR,USDC,BREAK,2025-09-16 14:48:48
OMNIBNB,OMNI,BNB,BREAK,2025-09-16 14:48:48
OMNIBRL,OMNI,BRL,BREAK,2025-09-16 14:48:48
YGGTRY,YGG,TRY,BREAK,2025-09-16 14:48:48
REZBTC,REZ,BTC,BREAK,2025-09-16 14:48:48
REZBNB,REZ,BNB,BREAK,2025-09-16 14:48:48
REZFDUSD,REZ,FDUSD,BREAK,2025-09-16 14:48:48
FRONTUSDC,FRONT,USDC,BREAK,2025-09-16 14:48:48
NOTBNB,NOT,BNB,BREAK,2025-09-16 14:48:48
ENAEUR,ENA,EUR,BREAK,2025-09-16 14:48:48
TRBFDUSD,TRB,FDUSD,BREAK,2025-09-16 14:48:48
NOTBRL,NOT,BRL,BREAK,2025-09-16 14:48:48
LISTABRL,LISTA,BRL,BREAK,2025-09-16 14:48:48
BNXTRY,BNX,TRY,BREAK,2025-09-16 14:48:48
NOTEUR,NOT,EUR,BREAK,2025-09-16 14:48:48
MATICJPY,MATIC,JPY,BREAK,2025-09-16 14:48:48
DOGSBNB,DOGS,BNB,BREAK,2025-09-16 14:48:48
DOGSBRL,DOGS,BRL,BREAK,2025-09-16 14:48:48
RAREBRL,RARE,BRL,BREAK,2025-09-16 14:48:48
STMXTRY,STMX,TRY,BREAK,2025-09-16 14:48:48
CATIBNB,CATI,BNB,BREAK,2025-09-16 14:48:48
CATIFDUSD,CATI,FDUSD,BREAK,2025-09-16 14:48:48
CATIBRL,CATI,BRL,BREAK,2025-09-16 14:48:48
HMSTRBNB,HMSTR,BNB,BREAK,2025-09-16 14:48:48
NEIROBRL,NEIRO,BRL,BREAK,2025-09-16 14:48:48
NEIROEUR,NEIRO,EUR,BREAK,2025-09-16 14:48:48
TROYTRY,TROY,TRY,BREAK,2025-09-16 14:48:48
ACTBRL,ACT,BRL,BREAK,2025-09-16 14:48:48
ACTEUR,ACT,EUR,BREAK,2025-09-16 14:48:48
TURBOFDUSD,TURBO,FDUSD,BREAK,2025-09-16 14:48:48
THEBTC,THE,BTC,BREAK,2025-09-16 14:48:48
THEBNB,THE,BNB,BREAK,2025-09-16 14:48:48
THEFDUSD,THE,FDUSD,BREAK,2025-09-16 14:48:48
TROYUSDC,TROY,USDC,BREAK,2025-09-16 14:48:48
EOSFDUSD,EOS,FDUSD,BREAK,2025-09-16 14:48:48
RSRFDUSD,RSR,FDUSD,BREAK,2025-09-16 14:48:48
MOVEFDUSD,MOVE,FDUSD,BREAK,2025-09-16 14:48:48
ACXFDUSD,ACX,FDUSD,BREAK,2025-09-16 14:48:48
ORCAFDUSD,ORCA,FDUSD,BREAK,2025-09-16 14:48:48
HIVEFDUSD,HIVE,FDUSD,BREAK,2025-09-16 14:48:48
IDEXFDUSD,IDEX,FDUSD,BREAK,2025-09-16 14:48:48
TLMFDUSD,TLM,FDUSD,BREAK,2025-09-16 14:48:48
VANABNB,VANA,BNB,BREAK,2025-09-16 14:48:48
1000CATBNB,1000CAT,BNB,BREAK,2025-09-16 14:48:48
PENGUBNB,PENGU,BNB,BREAK,2025-09-16 14:48:48
ANIMEBNB,ANIME,BNB,BREAK,2025-09-16 14:48:48
ANIMEFDUSD,ANIME,FDUSD,BREAK,2025-09-16 14:48:48
TSTFDUSD,TST,FDUSD,BREAK,2025-09-16 14:48:48
BNXUSDC,BNX,USDC,BREAK,2025-09-16 14:48:48
KAITOBNB,KAITO,BNB,BREAK,2025-09-16 14:48:48
KAITOBRL,KAITO,BRL,BREAK,2025-09-16 14:48:48
GPSFDUSD,GPS,FDUSD,BREAK,2025-09-16 14:48:48
MKRUSDC,MKR,USDC,BREAK,2025-09-16 14:48:48
BMTBNB,BMT,BNB,BREAK,2025-09-16 14:48:48
NILFDUSD,NIL,FDUSD,BREAK,2025-09-16 14:48:48
BABYBNB,BABY,BNB,BREAK,2025-09-16 14:48:48
BABYFDUSD,BABY,FDUSD,BREAK,2025-09-16 14:48:48
BABYEUR,BABY,EUR,BREAK,2025-09-16 14:48:48
HYPERFDUSD,HYPER,FDUSD,BREAK,2025-09-16 14:48:48
STOBNB,STO,BNB,BREAK,2025-09-16 14:48:48
SXTBNB,SXT,BNB,BREAK,2025-09-16 14:48:48
SXTFDUSD,SXT,FDUSD,BREAK,2025-09-16 14:48:48
NXPCFDUSD,NXPC,FDUSD,BREAK,2025-09-16 14:48:48
SOPHBNB,SOPH,BNB,BREAK,2025-09-16 14:48:48
